asset,owner,decision,target,risk,status,rationale
data/knowledge/customer_20260302_094156.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/customer_20260304_103935.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/customer_20260304_112609.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/customer_20260304_215123.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/customer_20260305_111138.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/customer_20260305_112549.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/customer_20260305_115853.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/customer_intelligence_20260228_131326.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/customer_intelligence_20260228_202309.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/customer_intelligence_20260228_202406.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/customer_intelligence_20260228_205731.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/customer_intelligence_20260228_205936.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/customer_orders.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/customer_orders_history.md,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/customer_story_20260228_134011.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/european_sales_cycle_analysis.md,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/financial_20260302_134832.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/fusion_log.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260227_213446.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260227_213839.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260228_092122.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260228_093211.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260228_125523.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260228_130914.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_083205.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_091639.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_091656.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_091706.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_091725.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_091739.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_091753.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_091809.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_091826.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_091839.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_091858.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_091916.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_091935.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_091950.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_092031.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_092052.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_092105.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_131448.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_131506.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
data/knowledge/general_20260302_131519.json,data_governance,move_external,managed knowledge store with retention,high,pending,Timestamped snapshots are derived data with stale-data risk.
